Kártya név	Típus	Birodalom	Klán	Faj	Kaszt	Magnitudó	Aura	ATK	HP	Képesség	Képesség_Canonical	Zóna_Felismerve	Kulcsszavak_Felismerve	Trigger_Felismerve	Célpont_Felismerve	Hatáscímkék	Időtartam_Felismerve	Feltétel_Felismerve	Gépi_Leírás	Értelmezési_Státusz	Engine_Megjegyzés
Védelmi Mátrix	Jel	Aether	Fogaskerék Szövetség	-	-	2	2	-	-	"Aktiválás: Amikor az ellenfél Rituálét játszik ki. Hatás: A Rituálé varázslat hatásai nem érvényesülnek a ""Gépezet"" és ""Gólem"" Entitásaidon."	when enemy plays a ritual: its effects do not apply to your Gepezet and Golem entities	dominium	blank	on_enemy_spell_or_ritual_played	own_entities	counterspell, stat_protection	blank	affects_only_allied_gepezet_and_golem_entities	Amikor az ellenfél Rituálét játszik ki, annak hatásai nem érvényesülnek a saját Gépezet és Gólem entitásaidon.	osszetett_egyedi	Parciális spell-shield trap célcsoport-szűréssel.
Rövidzárlat	Jel	Aether	Fogaskerék Szövetség	-	-	3	2	-	-	Aktiválás: Amikor az ellenfél egy Kimerült Entitása újra Aktív állapotba kerül. Hatás: Az Entitás azonnal kap 3 sebzést, és elveszíti az összes bónuszát.	when an enemy exhausted entity becomes ready: it takes 3 damage and loses all bonuses	blank	blank	on_ready	enemy_entity	damage, stat_reset	blank	trigger_only_if_an_enemy_exhausted_entity_becomes_ready	Amikor egy ellenséges Kimerült entitás újra Aktívvá válik, 3 sebzést kap és elveszíti az összes bónuszát.	osszetett_egyedi	Ready-triggeres punish trap buff-reset komponenssel.
Túlhevült Kazán	Jel	Aether	Fogaskerék Szövetség	-	-	4	3	-	-	Aktiválás: Amikor egy saját Gépezet Entitásod elpusztul a Horizonton. Hatás: Az ellenfél minden Horizonton álló Entitása elszenved 2 azonnali sebzést a robbanástól.	when your Gepezet entity dies on Horizont: all enemy Horizont entities take 2 damage	horizont	blank	on_death	enemy_horizont_entities	damage	blank	trigger_only_if_an_allied_gepezet_entity_dies_on_horizont	Amikor egy saját Gépezet entitásod elpusztul a Horizonton, az ellenfél minden Horizont-entitása 2 sebzést szenved el.	osszetett_egyedi	Törzsi death-triggeres tömeges sebzés trap.
Elektromágneses Impulzus	Jel	Aether	Fogaskerék Szövetség	-	-	5	4	-	-	Aktiválás: Amikor az ellenfél Manifesztáció fázisa megkezdődik. Hatás: Az ellenfél összes aktív Entitása elveszíti az összes kulcsszavát az adott kör végéig.	during the start of the opponent's manifestation phase: all active enemy entities lose all keywords until end of turn	dominium	blank	on_enemy_manifestation_start	enemy_entities	ability_lock	blank	affects_only_active_enemy_entities	Az ellenfél Manifesztáció fázisának kezdetén az összes aktív ellenséges entitás elveszíti minden kulcsszavát a kör végéig.	osszetett_egyedi	Fázisstart triggeres tömeges keyword-nulla.
Sokkoló Padló	Jel	Aether	Fogaskerék Szövetség	-	-	2	2	-	-	Aktiválás: Amikor egy ellenséges Entitás támadást deklarál a Horizontról. Hatás: A támadó Entitás azonnal elszenved 2 sebzést, és az ATK-ja 1-gyel csökken a harc idejére.	when an enemy entity declares an attack from Horizont: it takes 2 damage and gets -1 ATK during combat	horizont	blank	on_attack_declared	enemy_horizont_entity	damage, atk_mod	blank	trigger_only_if_the_enemy_entity_attacks_from_horizont	Amikor egy ellenséges Horizont-entitás támadást deklarál, 2 sebzést szenved és -1 ATK-t kap a harc idejére.	elso_koros_gepi_ertelmezes	Egyszerű combat trap sebzéssel és ideiglenes debuffal.
Rejtett Aknák	Jel	Aether	Fogaskerék Szövetség	-	-	2	2	-	-	Aktiválás: Amikor az ellenfél megidéz egy Entitást a Horizontra. Hatás: Az újonnan megidézett ellenséges Entitás azonnal elszenved 2 sebzést, mielőtt bármilyen képességét (pl. Riadó) használhatná.	when enemy summons an entity to Horizont: it takes 2 damage before any of its abilities resolve	horizont	blank	on_enemy_summon	enemy_horizont_entity	damage, counterspell	blank	trigger_only_if_enemy_summons_an_entity_to_horizont	Amikor az ellenfél entitást idéz a Horizontra, az 2 sebzést kap még a képességei feloldódása előtt.	osszetett_egyedi	Summon-interrupt trap pre-clarion timinggal.
Vészhelyzeti Védőpajzs	Jel	Aether	Fogaskerék Szövetség	-	-	3	2	-	-	Aktiválás: Amikor az ellenfél közvetlen támadást indít az egyik Pecséted ellen. Hatás: A technológiai energiamező azonnal érvényteleníti a támadást, és te húzhatsz 1 lapot a paklidból kárpótlásul.	when enemy makes a direct attack against one of your seals: cancel the attack and you may draw 1	seal_row, deck, hand	blank	on_attack_declared	enemy_entity	attack_nullify, draw	blank	trigger_only_if_enemy_makes_a_direct_attack_against_your_seal	Amikor az ellenfél közvetlenül egy pecsétedet támadja, a támadás meghiúsul és húzhatsz 1 lapot.	osszetett_egyedi	Seal-védő trap opcionális kompenzációs húzással.
Önmegsemmisítő Protokoll	Jel	Aether	Fogaskerék Szövetség	-	-	4	2	-	-	Aktiválás: Amikor egy saját Entitásod a Horizonton elpusztul egy ellenséges támadás következtében. Hatás: A megsemmisült gépezeted felrobban, és a saját, eredeti ATK értékével megegyező azonnali sebzést okoz a támadó ellenséges Entitásnak. (Minimum 2, de legfeljebb 4 sebzést okozhat).	when your Horizont entity is destroyed by an enemy attack: deal damage to the attacker equal to its original ATK, minimum 2 maximum 4	horizont	blank	on_death	enemy_entity	damage	blank	trigger_only_if_an_allied_horizont_entity_is_destroyed_by_an_enemy_attack_and_damage_is_clamped_between_2_and_4	Amikor egy saját Horizont-entitásod elpusztul egy ellenséges támadásban, a támadó 2 és 4 közé szorított, az eredeti ATK-val egyező sebzést kap.	osszetett_egyedi	Death-triggeres visszasebzés eredeti statból clamp-pel.
A Fogaskerekek Városa	Sík	Aether	Fogaskerék Szövetség	-	-	3	4	-	-	Amíg ez a Sík aktív a Mágikus Kapuban, minden Gépezet, Gólem és Kiborg Entitásod maximális HP-ja megnő 1-gyel. Ezen felül, ha a Manifesztáció fázisodban feláldozol 1 Aether Aurát az Ősforrásból (Kimeríted), a következő Rituáléd Aura-költsége 2-vel csökken.	while active your Gepezet Golem and Kiborg entities gain +1 max HP; during your manifestation phase if you exhaust 1 Aether aura in Source, your next ritual costs 2 less	dominium, source	blank	on_influx_phase	own_entities	hp_mod, cost_mod, resource_spend	while_active	affects_allied_gepezet_golem_and_kiborg_entities_and_requires_exhausting_1_aether_aura_in_source_for_the_next_ritual_discount	Amíg aktív, minden saját Gépezet, Gólem és Kiborg entitásod +1 max HP-t kap, és a Manifesztáció fázisban 1 Aether Aura kimerítésével a következő Rituáléd 2-vel olcsóbb lesz.	folyamatos_sik_hatas	Kettős síkhatás: állandó törzsi HP-bónusz és aktiválható következő-ritual-discount.
A Tömegtermelés Gyára	Sík	Aether	Fogaskerék Szövetség	-	-	3	4	-	-	Amíg aktív, minden egyes körödben, amikor sikeresen megidézed az első Gépezet, Gólem vagy Kiborg Entitásodat, a Gyár azonnal termel neked 1 ideiglenes (bónusz) Aether Aurát.	while active, the first time each turn you successfully summon a Gepezet Golem or Kiborg entity, gain 1 temporary Aether aura	dominium, source	blank	on_summon	own_entity	resource_gain	while_active	triggers_only_on_the_first_successful_summon_each_turn_of_an_allied_gepezet_golem_or_kiborg_entity	Amíg aktív, minden körödben az első sikeresen megidézett Gépezet, Gólem vagy Kiborg entitás után kapsz 1 ideiglenes Aether Aurát.	folyamatos_sik_hatas	Első summon per turn trigger törzsi szűréssel.
A Hulladéktelep	Sík	Aether	Fogaskerék Szövetség	-	-	2	3	-	-	Amíg aktív, minden alkalommal, amikor egy Gépezet Entitásod az Ürességbe kerül, a következő Gépezet megidézési költsége 1 Aurával csökken.	while active, whenever your Gepezet entity goes to graveyard, your next Gepezet summon costs 1 less	graveyard	blank	on_death	own_entity	cost_mod	while_active	trigger_only_if_an_allied_gepezet_entity_goes_to_graveyard_and_applies_to_the_next_gepezet_summon	Amíg aktív, amikor egy saját Gépezet entitásod az Ürességbe kerül, a következő Gépezeted 1 Aurával olcsóbban idézhető meg.	folyamatos_sik_hatas	Graveyard triggeres következő-summon discount.
A Nagy Óramű Műhely	Sík	Aether	Fogaskerék Szövetség	-	-	4	4	-	-	Amíg aktív, minden saját köröd Ébredés fázisában választhatsz egy sérült saját Entitást a Domíniumon, ami visszatölt 2 HP-t.	while active, during each of your awakening phases target damaged allied entity on the board heals 2	dominium	blank	on_next_own_awakening	own_entity	heal	while_active	target_must_be_a_damaged_allied_entity_on_dominium	Amíg aktív, minden saját Ébredés fázisodban egy sérült saját entitás 2 HP-t gyógyul.	folyamatos_sik_hatas	Fázis-alapú ismétlődő célzott heal.
Szélhámos Kártyavető	Entitás	Aether	Koborlók	Ember	Tolvaj	1	1	1	1	[DOMÍNIUM] Riadó (Clarion): Megidézésekor húzz 1 lapot a paklidból, majd válassz ki 1 lapot a kezedből, és tedd a paklid aljára.	[DOMINIUM] clarion: draw 1, then choose 1 card from your hand and put it on the bottom of your deck	dominium, deck, hand	clarion	on_summon	self	draw, deck_bottom	instant	none	Clarionkor húzol 1 lapot, majd egy lapot a kezedből a paklid aljára teszel.	elso_koros_gepi_ertelmezes	Egyszerű draw plusz hand-to-bottom rendezés.
Vándorló Kufár	Entitás	Aether	Koborlók	Ember	Zsoldos	1	1	1	2	[DOMÍNIUM] Riadó (Clarion): Megidézésekor húzz egy lapot a paklidból, majd dobj el egy lapot a kezedből az Ürességbe.	[DOMINIUM] clarion: draw 1, then discard 1	dominium, deck, hand, graveyard	clarion	on_summon	self	draw, discard	instant	none	Clarionkor húzol 1 lapot, majd eldobasz 1 lapot a kezedből az Ürességbe.	elso_koros_gepi_ertelmezes	Egyszerű loot-jellegű Clarion.
Kincskereső Kalandor	Entitás	Aether	Koborlók	Ember	Kósza	2	2	2	2	"[ZENIT] Rezonancia 2. Valahányszor sikeresen megidézel egy ""Ember"" Főfajú Entitást a Domíniumra, azonnal húzz 1 lapot. (Körönként max 1x)."	[ZENIT] resonance 2; whenever you successfully summon a Human entity to the board, draw 1 once per turn	zenit	resonance	on_summon	self	draw	instant	trigger_only_if_you_successfully_summon_a_human_entity_to_dominium_max_once_per_turn	Rezonancia 2-t ad, és amikor sikeresen Ember entitást idézel a Domíniumra, körönként egyszer húzol 1 lapot.	osszetett_egyedi	Summon-triggeres tribe draw körlimittel.
Árnyékos Sikátor Csempésze	Entitás	Aether	Koborlók	Ember	Tolvaj	2	1	1	3	[ZENIT] Ez az Entitás nem célozható meg ellenséges Rituálékkal és Igékkel.	[ZENIT] cannot be targeted by enemy spells	zenit	blank	static	self	untargetable	static_while_on_board	none	A Zenitben nem célozható meg ellenséges Rituálékkal és Igékkel.	passziv_vagy_egyszeru	Egyszerű statikus célzásvédelem.
Fekete Vitorlás Kalóz	Entitás	Aether	Koborlók	Ember	Kalóz	3	2	3	2	[ZENIT] Harmonizálás (Harmonize).	[ZENIT] harmonize	zenit	harmonize	static	self	blank	static_while_on_board	none	A Zenitben Harmonizálás kulcsszóval rendelkező egyszerű entitás.	passziv_vagy_egyszeru	Tiszta natív keywordös lap.
Szerencsevadász Kalandor	Entitás	Aether	Koborlók	Ember	Kósza	3	3	3	3	[DOMÍNIUM] Visszhang (Echo): Ha elpusztul, a következő köröd kezdetén kapsz 2 ideiglenes Aether Aurát.	[DOMINIUM] echo: when this dies, gain 2 temporary Aether aura at the start of your next turn	dominium, source	echo	on_death	self	resource_gain	next_own_turn_start	none	Ha elpusztul, a következő köröd kezdetén 2 ideiglenes Aether Aurát kapsz.	osszetett_egyedi	Késleltetett resource-gain Echo halál után.
Bérenc Testőr	Entitás	Aether	Koborlók	Ember	Zsoldos	4	3	3	5	[HORIZONT] Oltalom (Aegis).	[HORIZONT] aegis	horizont	aegis	static	self	blank	static_while_on_board	none	A Horizonton Oltalom kulcsszóval rendelkező egyszerű entitás.	passziv_vagy_egyszeru	Tiszta natív keywordös lap.
Veterán Fejvadász	Entitás	Aether	Koborlók	Ember	Zsoldos	4	3	4	3	[HORIZONT] Gyorsaság (Celerity).	[HORIZONT] celerity	horizont	celerity	static	self	blank	static_while_on_board	none	A Horizonton Gyorsaság kulcsszóval rendelkező egyszerű entitás.	passziv_vagy_egyszeru	Tiszta natív keywordös lap.
Szabadúszó Mágus	Entitás	Aether	Koborlók	Ember	Mágus	4	4	2	5	[ZENIT] Harmonizálás (Harmonize). Valahányszor a Mágus támogat egy támadást, húzhatsz 1 lapot.	[ZENIT] harmonize; whenever this supports an attack, you may draw 1	zenit	harmonize	on_attack_declared	self	draw	instant	trigger_only_if_this_harmonize_supports_the_attack	Հarmonizálással rendelkezik, és amikor támadást támogat, húzhatsz 1 lapot.	osszetett_egyedi	Harmonize support-triggeres opcionális húzás.
Univerzális Tudós	Entitás	Aether	Koborlók	Ember	Pap	4	4	2	4	[DOMÍNIUM] Riadó (Clarion): Megidézésekor azonnal húzz 1 lapot a paklidból.	[DOMINIUM] clarion: draw 1	dominium, deck, hand	clarion	on_summon	self	draw	instant	none	Clarionkor húzol 1 lapot a paklidból.	elso_koros_gepi_ertelmezes	Egyszerű húzás Clarion.
Karaván Őrparancsnok	Entitás	Aether	Koborlók	Ember	Zsoldos	5	4	4	5	[HORIZONT] Ha ez az Entitás halálos sebzést kapna, kifizethetsz X Aurát (amennyi a kártya szintje). Ha megteszed, a sebzés érvénytelenítődik, és a lény a pályán marad	[HORIZONT] if this would take lethal damage, you may pay X aura equal to its magnitude to prevent that damage	horizont	blank	on_combat_damage_taken	self	damage_prevention, resource_spend	instant	requires_paying_aura_equal_to_this_cards_magnitude_when_it_would_take_lethal_damage	Ha halálos sebzést kapna, a Magnitúdójával egyező Aura kifizetésével a sebzés megelőzhető.	osszetett_egyedi	X-költséges halálmegelőzés.
Sivatagi Karavánvezér	Entitás	Aether	Koborlók	Ember	Parancsnok	5	4	4	4	[DOMÍNIUM] Visszhang (Echo): Ha elpusztul, ahelyett, hogy az Ürességbe kerülne, lefordítva leteheted az Ősforrásodba (növelve a Magnitúdód és az Aurád).	[DOMINIUM] echo: when this dies, you may put it face down into your Source instead of the graveyard	dominium, source	echo	on_death	self	resource_acceleration, graveyard_replacement	instant	replaces_graveyard_entry_with_face_down_source_entry	Ha elpusztul, az Üresség helyett lefordítva az Ősforrásodba kerülhet.	osszetett_egyedi	Echo replacement effect source-ba helyezéssel.
Zsoldoskirály	Entitás	Aether	Koborlók	Ember	Hős	6	5	5	5	"[HORIZONT] Gyorsaság (Celerity). [DOMÍNIUM] Riadó (Clarion): Keresd ki a paklidból bármelyik ""Aether"" Birodalmú Entitást, és vedd a kezedbe."	[HORIZONT] celerity; [DOMINIUM] clarion: search your deck for any Aether entity and put it into your hand	horizont, dominium, deck, hand	celerity, clarion	on_summon	own_deck	tutor	instant	target_must_be_an_aether_entity_in_your_deck	Gyorsasággal rendelkezik, és Clarionkor bármelyik Aether entitást a paklidból a kezedbe veheted.	osszetett_egyedi	Tribe/realm tutor keyworddel kombinálva.
A Végtelen Út Sárkánya	Entitás	Aether	Koborlók	Sárkány	Hős	7	6	6	6	[DOMÍNIUM] Riadó (Clarion): Megidézésekor annyi kártyát húzhatsz a paklidból, amennyi szükséges ahhoz, hogy pontosan 5 lap legyen a kezedben.	[DOMINIUM] clarion: draw until you have exactly 5 cards in hand	dominium, deck, hand	clarion	on_summon	self	draw	instant	draw_only_the_number_needed_to_reach_exactly_5_cards_in_hand	Clarionkor annyi lapot húzhatsz, hogy pontosan 5 lap legyen a kezedben.	osszetett_egyedi	Kézméretre húzás változó számú lappal.
Piaci Koldus	Entitás	Aether	Koborlók	Ember	Tolvaj	1	1	0	2	[DOMÍNIUM] Riadó (Clarion): Húzz 1 lapot a paklidból, majd adj az ellenfélnek 1 ideiglenes Aurát.	[DOMINIUM] clarion: draw 1, then give the opponent 1 temporary aura	dominium, deck, hand, source	clarion	on_summon	self, opponent	draw, resource_gain	instant	none	Clarionkor húzol 1 lapot, majd az ellenfél 1 ideiglenes Aurát kap.	osszetett_egyedi	Szimmetriát bontó draw plusz opponent-resource hatás.
Utazó Bárd	Entitás	Aether	Koborlók	Ember	Pap	1	1	1	2	[ZENIT] Harmonizálás (Harmonize). Az általa támogatott Entitás immunis az ellenfél Jeleire (Csapdáira).	[ZENIT] harmonize; the supported entity is immune to enemy traps	zenit	harmonize	static	own_horizont_entity	trap_immunity	static_while_on_board	target_is_the_entity_supported_by_this_harmonize	Harmonizálással rendelkezik, és a támogatott entitás immunis az ellenfél Jeleire.	osszetett_egyedi	Harmonize-hoz kötött trap-immunity.
Sivatagi Kém	Entitás	Aether	Koborlók	Ember	Kósza	2	2	2	2	[DOMÍNIUM] Ha ez a lap sebzést okoz az ellenfél Pecsétjének, megnézheted az ellenfél kezét.	[DOMINIUM] when this deals damage to an enemy seal, you may look at the opponent's hand	dominium, seal_row, hand	blank	on_attack_hits	enemy_hand	reveal	instant	trigger_only_if_this_deals_damage_to_an_enemy_seal	Ha ez a lap sebzést okoz egy ellenséges Pecsétnek, megnézheted az ellenfél kezét.	elso_koros_gepi_ertelmezes	Egyszerű seal-hit információs trigger.
Hátbaszúró	Entitás	Aether	Koborlók	Ember	Orgyilkos	2	2	3	1	[HORIZONT] Métely (Bane). Ha a Zenitből lép a Horizontra, a támadás idejére kap +1 ATK-t.	[HORIZONT] bane; if this moved from Zenit to Horizont, it gains +1 ATK during combat	horizont, zenit	bane	on_move_zenit_to_horizont	self	atk_mod	during_combat	none	Métellyel rendelkezik, és ha a Zenitből lép a Horizontra, a harc idejére +1 ATK-t kap.	osszetett_egyedi	Mozgás-triggeres combat buff keyworddel.
Talizmán-Árus	Entitás	Aether	Koborlók	Ember	Mágus	2	2	1	3	[ZENIT] Rezonancia 2. Minden alkalommal, amikor egy Entitásod megkapja az Oltalom (Aegis) kulcsszót, húzz 1 lapot.	[ZENIT] resonance 2; whenever one of your entities gains aegis, draw 1	zenit	resonance, aegis	on_gain_keyword	self	draw	instant	trigger_only_if_an_allied_entity_gains_aegis	Rezonancia 2-t ad, és amikor egy saját entitásod megkapja az Oltalom kulcsszót, húzol 1 lapot.	osszetett_egyedi	Keyword-szerzésre reagáló draw trigger.
Testőrkutya	Entitás	Aether	Koborlók	Bestia	Alap	3	3	3	3	[HORIZONT] Oltalom (Aegis).	[HORIZONT] aegis	horizont	aegis	static	self	blank	static_while_on_board	none	A Horizonton Oltalom kulcsszóval rendelkező egyszerű entitás.	passziv_vagy_egyszeru	Tiszta natív keywordös lap.
Informátor	Entitás	Aether	Koborlók	Ember	Tolvaj	3	3	2	4	[ZENIT] Bármikor, amikor az ellenfél kártyát húz (az Ébredés fázison kívül), te is húzhatsz 1 lapot a paklidból.	[ZENIT] whenever the opponent draws a card outside the awakening phase, you may draw 1	zenit	blank	on_enemy_extra_draw	self	draw	instant	trigger_only_if_the_opponent_draws_outside_the_awakening_phase	Amikor az ellenfél az Ébredés fázison kívül húz lapot, te is húzhatsz 1 lapot.	osszetett_egyedi	Extra draw trackingra reagáló opcionális húzás.
Csempész-Hajós	Entitás	Aether	Koborlók	Ember	Kalóz	3	3	3	3	[DOMÍNIUM] Visszhang (Echo): Ha elpusztul, húzz 2 lapot, majd dobj el 1 lapot a kezedből az Ürességbe.	[DOMINIUM] echo: when this dies, draw 2 then discard 1	dominium, deck, hand, graveyard	echo	on_death	self	draw, discard	instant	none	Ha elpusztul, húzol 2 lapot, majd eldobasz 1 lapot a kezedből az Ürességbe.	osszetett_egyedi	Echo-loot több lapos verzióban.
Sivatagi Sólyom	Entitás	Aether	Koborlók	Szárnyas Bestia	Alap	3	3	2	2	[HORIZONT] Légies (Ethereal). Gyorsaság (Celerity).	[HORIZONT] ethereal; celerity	horizont	ethereal, celerity	static	self	blank	static_while_on_board	none	A Horizonton Légies és Gyorsaság kulcsszóval rendelkező egyszerű entitás.	passziv_vagy_egyszeru	Két natív keywordös lap.
Fejvadász Nindzsa	Entitás	Aether	Koborlók	Ember	Nindzsa	4	4	4	3	[HORIZONT] Légies (Ethereal). Amikor sikeresen elpusztít egy ellenséges Entitást, kapsz 1 ideiglenes Aether Aurát.	[HORIZONT] ethereal; when this successfully destroys an enemy entity, gain 1 temporary Aether aura	horizont	ethereal	on_destroy	enemy_entity	resource_gain	instant	trigger_only_if_this_successfully_destroys_an_enemy_entity	Légies, és amikor sikeresen elpusztít egy ellenséges entitást, kapsz 1 ideiglenes Aether Aurát.	osszetett_egyedi	Kill-triggeres ideiglenes aura keyword mellett.
Gazdag Kereskedő	Entitás	Aether	Koborlók	Ember	Nemes	4	4	2	5	[ZENIT] Rezonancia 1. A saját köröd végén, ha maradt legalább 1 el nem költött Aktív Aurád, húzz 1 lapot a paklidból.	[ZENIT] resonance 1; at the end of your turn, if you have at least 1 unspent active aura, draw 1	zenit	resonance	on_turn_end	self	draw	instant	requires_at_least_1_unspent_active_aura_at_the_end_of_your_turn	Rezonancia 1-et ad, és a köröd végén 1 lapot húzol, ha maradt legalább 1 el nem költött Aktív Aurád.	osszetett_egyedi	Resource-state conditional draw turn enden.
Homokféreg	Entitás	Aether	Koborlók	Bestia	Alap	5	5	5	6	[HORIZONT] Hasítás (Sundering). Nem célozható meg ellenséges Rituálékkal és Igékkel, amíg a Horizonton tartózkodik.	[HORIZONT] sundering; cannot be targeted by enemy spells while on Horizont	horizont	sundering	static	self	untargetable	static_while_on_board	applies_only_while_this_is_on_horizont	Hasítással rendelkezik, és amíg a Horizonton van, nem célozható ellenséges Rituálékkal és Igékkel.	osszetett_egyedi	Zónafeltételes spell-untargetable keyword mellett.
Bérelhető Mágus	Entitás	Aether	Koborlók	Ember	Mágus	5	5	4	4	[DOMÍNIUM] Riadó (Clarion): Keresd ki a paklidból a legmagasabb Magnitúdójú Igét vagy Rituálét, és vedd a kezedbe.	[DOMINIUM] clarion: search your deck for the highest magnitude spell or ritual and put it into your hand	dominium, deck, hand	clarion	on_summon	own_deck	tutor	instant	search_only_the_highest_magnitude_spell_or_ritual_in_your_deck	Clarionkor a paklidból a legmagasabb Magnitúdójú Igét vagy Rituálét a kezedbe veheted.	osszetett_egyedi	Rangsorolt tutor spell/ritual célpontra.
Veterán Párbajhős	Entitás	Aether	Koborlók	Ember	Szamuráj	6	6	6	5	[HORIZONT] Gyorsaság (Celerity). Bármely ellenséges Entitás, aki vele harcol, elveszíti az Oltalom (Aegis) kulcsszót a csata előtt.	[HORIZONT] celerity; any enemy entity fighting this loses aegis before battle	horizont	celerity, aegis	on_attack_declared	enemy_entity	ability_lock	during_combat	trigger_only_if_an_enemy_entity_enters_combat_with_this	Gyorsasággal rendelkezik, és minden vele harcoló ellenséges entitás elveszíti az Oltalom kulcsszót a csata előtt.	osszetett_egyedi	Combat-start keyword-strip ellenfél célpontra.
Karaván Védőszelleme	Entitás	Aether	Koborlók	Szellem	Alap	6	6	5	6	[DOMÍNIUM] Légies (Ethereal). Amíg ez a kártya a pályán van, a kezedben lévő összes kártya kijátszási költsége 1 Aurával csökken (minimum 1 marad).	[DOMINIUM] ethereal; while this is on the board, all cards in your hand cost 1 less to play, minimum 1	dominium, hand	ethereal	static	self	cost_mod	static_while_on_board	affects_all_cards_in_your_hand_minimum_cost_1	Légies, és amíg a pályán van, a kezedben lévő összes kártya 1 Aurával olcsóbb kijátszani, minimum 1-ig.	osszetett_egyedi	Globális hand-cost aura egyetlen entitáshoz kötve.
A Sivatag Ura	Entitás	Aether	Koborlók	Sárkány	Hős	8	8	8	8	[HORIZONT] Hasítás (Sundering). [DOMÍNIUM] Riadó (Clarion): Az ellenfél minden lefordított Jele (Csapdája) megsemmisül a Zenitben, és minden elpusztított Jel után húzol 1 lapot.	[HORIZONT] sundering; [DOMINIUM] clarion: destroy all facedown enemy traps in Zenit, then draw 1 for each destroyed trap	horizont, dominium, zenit, deck, hand	sundering, clarion	on_summon	enemy_zenit_entities	destroy, draw	instant	affects_all_facedown_enemy_traps_in_zenit_and_draws_per_destroyed_trap	Hasítással rendelkezik, és Clarionkor az ellenfél minden lefordított Zenitbeli Jelét megsemmisíti, majd mindegyik után húzol 1 lapot.	osszetett_egyedi	Tömeges trap-destrukció arányos jutalomhúzással.
Füstbomba	Ige	Aether	Koborlók	-	-	1	1	-	-	Egy saját Entitásod a Horizonton visszalép a Zenitbe (ha van üres hely mögötte), és megszakít minden ellene irányuló támadást. Reakció (Burst).	target allied Horizont entity moves back to Zenit if the slot is empty; all attacks against it are canceled	blank	burst	on_attack_declared	own_horizont_entity	move_zenit, attack_nullify	instant	target_must_be_an_allied_horizont_entity_with_an_empty_zenit_slot_behind_it	Egy saját Horizont-entitás visszalép a Zenitbe, ha van hely mögötte, és a rá irányuló támadások megszakadnak.	osszetett_egyedi	Reaktív önmentő mozgás attack-nullify Burst-tel.
Megvesztegetés	Ige	Aether	Koborlók	-	-	2	2	-	-	Válaszd ki az ellenfél egyik legfeljebb 3-as Magnitúdójú Entitását. Az adott körben nem indíthat támadást és nem blokkolhat.	target enemy entity with magnitude 3 or less cannot attack or block this turn	blank	blank	blank	enemy_entity	attack_restrict, block_restrict	until_turn_end	target_must_be_an_enemy_entity_with_magnitude_lte_3	Egy legfeljebb 3-as Magnitúdójú ellenséges entitás ebben a körben nem támadhat és nem blokkolhat.	elso_koros_gepi_ertelmezes	Egyszerű célzott kettős harci korlátozás.
Szerencsés Találat	Ige	Aether	Koborlók	-	-	3	2	-	-	Okoz 2 sebzést egy szabadon választott célpontnak. Ha ezzel elpusztítasz egy ellenséges Entitást, azonnal húzz 2 lapot.	deal 2 damage to any target; if this destroys an enemy entity, draw 2	blank	blank	blank	enemy_entity, enemy_seal, enemy_aeternal	damage, draw, seal_damage	instant	draw_2_only_if_this_destroys_an_enemy_entity	Egy szabadon választott ellenséges célpont 2 sebzést szenved, és ha ezzel ellenséges entitást pusztítasz el, húzol 2 lapot.	osszetett_egyedi	Általános célpontválasztás plusz kill-reward draw.
Gyorsított Menet	Ige	Aether	Koborlók	-	-	4	3	-	-	Mozgass fel tetszőleges számú saját Entitást a Zenitből a Horizontra. Mindegyik megkapja a Gyorsaság (Celerity) kulcsszót a kör végéig.	move any number of allied entities from Zenit to Horizont; each gains celerity until end of turn	horizont, zenit	celerity	blank	own_entities	move_horizont, grant_keyword	until_turn_end	affects_any_number_of_allied_entities_moving_from_zenit_to_horizont	Tetszőleges számú saját entitást mozgathatsz a Zenitből a Horizontra, és mindegyik Gyorsaságot kap a kör végéig.	osszetett_egyedi	Több entitást érintő mozgás és tömeges ideiglenes keyword-adás.
Hirtelen Kitérő	Ige	Aether	Koborlók	-	-	2	1	-	-	Egy célpont támadó ellenséges Entitás azonnal elveszít -2 ATK-t az adott kör végéig. Reakció (Burst): Ingyen elsüthető.	target attacking enemy entity gets -2 ATK until end of turn	blank	burst	on_attack_declared	enemy_entity	atk_mod	until_turn_end	target_must_be_an_attacking_enemy_entity	Egy támadó ellenséges entitás -2 ATK-t kap a kör végéig.	elso_koros_gepi_ertelmezes	Egyszerű reaktív combat debuff Burst-tel.
Gyors Szerződés	Ige	Aether	Koborlók	-	-	2	1	-	-	Egy választott Ember vagy Zsoldos Entitásod kap +2 ATK-t az adott kör végéig. Reakció (Burst): Ingyen elsüthető.	target allied Human or Mercenary entity gains +2 ATK until end of turn	blank	burst	blank	own_entity	atk_mod	until_turn_end	target_must_be_an_allied_human_or_mercenary_entity	Egy választott Ember vagy Zsoldos saját entitás +2 ATK-t kap a kör végéig.	elso_koros_gepi_ertelmezes	Egyszerű törzsi buff Burst-tel.
