Kártya név	Típus	Birodalom	Klán	Faj	Kaszt	Magnitudó	Aura	ATK	HP	Képesség	Képesség_Canonical	Zóna_Felismerve	Kulcsszavak_Felismerve	Trigger_Felismerve	Célpont_Felismerve	Hatáscímkék	Időtartam_Felismerve	Feltétel_Felismerve	Gépi_Leírás	Értelmezési_Státusz	Engine_Megjegyzés
Tornádó Csapda	Jel	Ventus	Viharhozók	-	-	2	2	-	-	Aktiválás: Amikor az ellenfél egy Aktív Entitása támadást indít egy Entitásod vagy Pecséted ellen. Hatás: A tornádó ereje a támadó Entitást visszasodorja a tulajdonosa kezébe, a támadás pedig érvénytelenítődik.	when an active enemy entity attacks your entity or seal: return the attacker to its owner's hand and cancel the attack	horizont, hand, seal_row	blank	on_attack_declared	enemy_entity	return_to_hand, attack_nullify	instant	trigger_only_if_attacking_enemy_entity_is_active_and_targets_own_entity_or_own_seal	Ha egy Aktív ellenséges entitás a saját entitásodat vagy pecsétedet támadja, a támadó kézbe kerül és a támadás meghiúsul.	osszetett_egyedi	Attack-nullify trap támadó bounce-szal.
Kiszámíthatatlan Légáramlat	Jel	Ventus	Viharhozók	-	-	4	1	-	-	Aktiválás: Amikor az ellenfél kijátszik egy Rituálét (varázslatot). Hatás: A Rituálé hatása érvénytelenítődik, te pedig azonnal visszaállíthatsz egy saját, Kimerült Entitást Aktív állapotba, vagy húzhatsz 1 lapot.	when enemy plays a ritual: counter it, then either ready an exhausted allied entity or draw 1	deck, dominium	blank	on_enemy_spell_or_ritual_played	own_entity	counterspell, ready, draw, choice	instant	trigger_only_if_enemy_plays_a_ritual_and_ready_target_must_be_exhausted_allied_entity	Amikor az ellenfél Rituálét játszik ki, a varázslat meghiúsul, majd vagy egy saját Kimerült entitást Aktívvá teszel, vagy húzol 1 lapot.	osszetett_egyedi	Counterspell választásos utóhatással.
Viharos Ellencsapás	Jel	Ventus	Viharhozók	-	-	3	2	-	-	Aktiválás: Amikor az ellenfél megidéz a pályára egy 4-es vagy nagyobb Magnitúdójú Entitást. Hatás: Azonnal választhatsz egy saját Kimerült Entitást a Domíniumon, amely a szél erejétől visszaáll Aktív állapotba, és kap +2 ATK-t a kör végéig, így azonnal készen áll a blokkolásra.	when enemy summons an entity with magnitude 4 or more: ready target exhausted allied entity and it gains +2 ATK until end of turn	dominium	blank	on_enemy_summon	own_entity	ready, atk_mod	until_turn_end	trigger_only_if_enemy_summons_entity_with_magnitude_gte_4_and_target_is_exhausted_allied_entity	Ha az ellenfél 4-es vagy nagyobb Magnitúdójú entitást idéz, egy saját Kimerült entitásod Aktívvá válik és +2 ATK-t kap a kör végéig.	osszetett_egyedi	Summon-punish trap védekező ready-buffal.
Szélvédő	Jel	Ventus	Viharhozók	-	-	2	2	-	-	Aktiválás: Amikor egy saját Kimerült Entitásodat megtámadják. Hatás: Az Entitásod azonnal visszaáll Aktív állapotba, így képes blokkolni a támadást, és kap +1 ATK-t a harc idejére.	when your exhausted entity is attacked: ready it and it gains +1 ATK during combat	horizont	blank	on_attack_declared	own_entity	ready, atk_mod	during_combat	trigger_only_if_targeted_allied_entity_is_exhausted	Ha egy saját Kimerült entitásodat megtámadják, az Aktívvá válik és +1 ATK-t kap a harc idejére.	osszetett_egyedi	Reaktív defensive ready combat-buffal.
Villám Csapda	Jel	Ventus	Viharhozók	-	-	3	2	-	-	Aktiválás: Amikor az ellenfél egy 3-as vagy nagyobb ATK-jú Entitással támad. Hatás: A támadó Entitás azonnal elszenved 4 sebzést még a harc kezdete előtt.	when enemy attacks with an entity that has 3 or more ATK: deal 4 damage to the attacker before combat	blank	blank	on_attack_declared	enemy_entity	damage	instant	trigger_only_if_attacking_enemy_entity_has_atk_gte_3	Ha az ellenfél legalább 3 ATK-jú entitással támad, a támadó 4 sebzést szenved még a harc előtt.	elso_koros_gepi_ertelmezes	Egyszerű pre-combat damage trap.
Viharos Visszavágó	Jel	Ventus	Viharhozók	-	-	4	3	-	-	Aktiválás: Amikor az ellenfél egy Igével Kimeríti (elforgatja) egy vagy több Entitásodat. Hatás: A varázslat létrejön, de az ellenfél minden Entitása a Horizonton elszenved 2 sebzést.	hwen enemy spell exhausts one or more of your entities: that spell still resolves, then all enemy Horizont entities take 2 damage	horizont	blank	on_enemy_spell_or_ritual_played	enemy_horizont_entities	damage	instant	trigger_only_if_enemy_spell_exhausts_one_or_more_allied_entities	Ha az ellenfél egy Igével kimeríti egy vagy több entitásodat, a varázslat létrejön, majd az összes ellenséges Horizont-entitás 2 sebzést szenved.	osszetett_egyedi	Spell-resolution után lefutó tömeges megtorló sebzés.
Ciklon Fal	Jel	Ventus	Viharhozók	-	-	5	3	-	-	Aktiválás: Amikor az ellenfél sikeresen áttörné az utolsó (harmadik) Pecsétedet. Hatás: A Pecsét megmenekül, a támadó Entitás pedig visszakerül a játékos paklijának legaljára.	seal would be broken: prevent that break and put the attacking entity on the bottom of its owner's deck	seal_row, deck	blank	on_attack_hits	enemy_entity	attack_nullify, return_to_deck	instant	trigger_only_if_enemy_would_break_your_last_remaining_seal	Ha az ellenfél áttörné az utolsó pecsétedet, a törés meghiúsul, és a támadó a pakli aljára kerül.	osszetett_egyedi	Végső seal-break prevention deck-bottom büntetéssel.
Váratlan Orkán	Jel	Ventus	Viharhozók	-	-	5	4	-	-	Aktiválás: Amikor az ellenfél Rituálét játszik ki. Hatás: Azonnal megidézhetsz a kezedből Aura költség nélkül egy legfeljebb 4-es Magnitúdójú Ventus Entitást!	when enemy plays a ritual: you may summon a Ventus entity with magnitude 4 or less from your hand for free	hand, dominium	blank	on_enemy_spell_or_ritual_played	own_hand	free_cast, summon	instant	trigger_only_if_enemy_plays_a_ritual_and_target_must_be_ventus_entity_in_hand_with_magnitude_lte_4	Ha az ellenfél Rituálét játszik ki, egy legfeljebb 4-es Magnitúdójú Ventus entitást idézhetsz meg ingyen a kezedből.	osszetett_egyedi	Reaktív free-cast summon trap.
Viharos Csúcsok	Sík	Ventus	Viharhozók	-	-	3	4	-	-	Amíg aktív, minden alkalommal, amikor egy saját Entitásod Kimerültből Aktív állapotba kerül, a mellette álló Entitás is kap +1 ATK-t az adott kör végéig.	while active, whenever your entity becomes ready from exhausted, an adjacent entity also gains +1 ATK until end of turn	dominium	blank	on_ready_from_exhausted	own_entity	atk_mod	while_active	affects_an_adjacent_entity_to_the_one_that_became_ready	Amíg aktív, amikor egy saját entitásod Kimerültből Aktívvá válik, egy mellette álló entitás +1 ATK-t kap a kör végéig.	folyamatos_sik_hatas	Ready-triggeres szomszédos buff, adjacency kezelést igényel.
Szelek Szentélye	Sík	Ventus	Viharhozók	-	-	5	5	-	-	Amíg aktív, minden olyan Igéd és Rituáléd, amelyik visszaállít egy Entitást Aktív állapotba, 1 Aurával kevesebbe kerül (minimum 1 marad).	while active, your spells and rituals that ready an entity cost 1 less, minimum 1	dominium	blank	static	self	cost_mod	while_active	affects_only_own_spells_and_rituals_that_ready_an_entity_minimum_cost_1	Amíg aktív, minden saját olyan Igéd és Rituáléd, amely entitást tesz Aktívvá, 1 Aurával olcsóbb.	folyamatos_sik_hatas	Hatásalapú spell-költségszűrés.
A Szélvihar Szeme	Sík	Ventus	Viharhozók	-	-	3	3	-	-	Amíg ez a Sík aktív a Domíniumon, minden alkalommal, amikor egy saját Entitásod Kimerült állapotból Aktív állapotba áll vissza egy képesség vagy varázslat hatására, az az Entitás kap +1 ATK-t és +1 maximális HP-t az adott kör végéig.	while active, whenever your entity becomes ready from exhausted due to a spell or ability, it gains +1 ATK and +1 max HP until end of turn	dominium	blank	on_ready_from_exhausted	own_entity	atk_mod, hp_mod	while_active	trigger_only_if_readying_is_caused_by_spell_or_ability	Amíg aktív, minden saját entitásod, amely képesség vagy varázslat miatt Kimerültből Aktívvá válik, +1 ATK-t és +1 max HP-t kap a kör végéig.	folyamatos_sik_hatas	Ready-triggeres kettős ideiglenes buff.
A Végtelen Viharok Fennsíkja	Sík	Ventus	Viharhozók	-	-	4	4	-	-	Amíg aktív, minden saját Ventus Entitásod megidézési költsége 1 Aurával csökken (de minimum 1 marad). Továbbá minden alkalommal, amikor egy Entitásod visszatér a kezedbe a pályáról, húzhatsz egy lapot a paklidból (körönként maximum egyszer).	while active, your Ventus entities cost 1 less to summon, minimum 1; whenever your entity returns from board to hand, you may draw 1, max once per turn	dominium, hand, deck	blank	on_bounce	own_entity	cost_mod, draw	while_active	affects_allied_ventus_entities_and_draw_triggers_when_an_allied_entity_returns_from_board_to_hand_max_once_per_turn	Amíg aktív, minden saját Ventus entitásod 1 Aurával olcsóbb, és ha egy entitásod a pályáról a kezedbe kerül, húzhatsz 1 lapot, körönként legfeljebb egyszer.	folyamatos_sik_hatas	Kettős síkhatás költségcsökkentéssel és bounce-triggeres húzással.
Felleghasító Fióka	Entitás	Ventus	Égbolt Úrai	Szárnyas Bestia	Alap	1	1	1	1	[DOMÍNIUM] Légies (Ethereal). Visszhang (Echo): Amikor ez az Entitás a Domíniumról elpusztulva az Ürességbe kerül, visszaveheted a paklid tetejére.	[DOMINIUM] ethereal; echo: when this dies from the board and goes to graveyard, you may put it on top of your deck	dominium, graveyard, deck	ethereal, echo	on_death	self	return_to_deck	instant	trigger_only_if_this_dies_from_dominium_and_goes_to_graveyard	Légies entitás, amely a Domíniumról az Ürességbe kerülve a paklid tetejére visszatehető.	osszetett_egyedi	Haláltriggeres self-recursion a pakli tetejére.
Szellő-Szárnyú Cserkész	Entitás	Ventus	Égbolt Úrai	Szárnyas Bestia	Alap	1	1	1	2	[HORIZONT] Légies (Ethereal). Ezt az Entitást nem lehet blokkolni normál Entitásokkal.	[HORIZONT] ethereal; this cannot be blocked by normal entities	horizont	ethereal	static	self	block_restrict	static_while_on_board	can_only_be_blocked_by_ethereal_or_other_special_valid_blockers	Légies entitás, amelyet normál entitások nem blokkolhatnak.	osszetett_egyedi	Saját blokk-szabályt módosító statikus kivétel.
Égi Navigátor	Entitás	Ventus	Égbolt Úrai	Ember	Kósza	2	2	2	2	[ZENIT] Harmonizálás (Harmonize).	[ZENIT] harmonize	zenit	harmonize	static	self	blank	static_while_on_board	none	A Zenitben Harmonizálás kulcsszóval rendelkező egyszerű entitás.	passziv_vagy_egyszeru	Tiszta natív keywordös lap.
Széltáncos Sámán	Entitás	Ventus	Égbolt Úrai	Ember	Sámán	2	1	1	3	[ZENIT] Rezonancia 2. Ha egy saját Légies (Ethereal) Entitásod sikeresen áttör egy Pecsétet, a Sámán ad +1 maximális HP-t egy saját Entitásnak.	[ZENIT] resonance 2; when your ethereal entity breaks a seal, target allied entity gains +1 max HP	zenit, seal_row	resonance, ethereal	on_seal_break	own_entity	hp_mod	until_match_end	trigger_only_if_an_allied_ethereal_entity_breaks_a_seal	Rezonancia 2-t ad, és ha egy saját Légies entitásod pecsétet tör, egy saját entitás +1 max HP-t kap.	osszetett_egyedi	Keyword-szűrt seal-break trigger permanens buffal.
Felhőtáncos Szirén	Entitás	Ventus	Égbolt Úrai	Elementál	Mágus	3	2	1	3	[ZENIT] Rezonancia 2. Ha egy ellenséges kártya visszakerül a tulajdonosa kezébe a pályáról, a Szirén véglegesen kap +1 maximális HP-t.	[ZENIT] resonance 2; when an enemy card returns from board to hand, this gains +1 max HP permanently	zenit, hand	resonance	on_bounce	self	hp_mod	until_match_end	trigger_when_an_enemy_card_returns_from_board_to_hand	Rezonancia 2-t ad, és amikor egy ellenséges kártya a pályáról kézbe kerül, ez a lap véglegesen +1 max HP-t kap.	osszetett_egyedi	Enemy-bounce triggeres permanens önbuff.
Ciklon-Lovag	Entitás	Ventus	Égbolt Úrai	Ember	Lovag	3	3	3	3	[HORIZONT] Gyorsaság (Celerity).	[HORIZONT] celerity	horizont	celerity	static	self	blank	static_while_on_board	none	A Horizonton Gyorsaság kulcsszóval rendelkező egyszerű entitás.	passziv_vagy_egyszeru	Tiszta natív keywordös lap.
Viharmadár	Entitás	Ventus	Égbolt Úrai	Szárnyas Bestia	Alap	3	3	3	2	[HORIZONT] Légies (Ethereal). Gyorsaság (Celerity).	[HORIZONT] ethereal; celerity	horizont	ethereal, celerity	static	self	blank	static_while_on_board	none	A Horizonton Légies és Gyorsaság kulcsszóval rendelkező egyszerű entitás.	passziv_vagy_egyszeru	Két natív keywordös lap.
Ködbeburkolt Szellem	Entitás	Ventus	Égbolt Úrai	Szellem	Alap	4	3	3	3	[DOMÍNIUM] Légies (Ethereal). Riadó (Clarion): Megidézésekor válassz egy saját Entitást, amelyik visszatér a kezedbe, majd azonnal húzz 2 lapot a paklidból.	[DOMINIUM] ethereal; clarion: return target allied entity to hand, then draw 2	dominium, hand, deck	ethereal, clarion	on_summon	own_entity	return_to_hand, draw	instant	none	Légies entitás, amely Clarionkor egy saját entitást kézbe vesz vissza, majd 2 lapot húz.	osszetett_egyedi	Saját bounce és fix húzás kombinációja Clarionnal.
Légáramlat-Mágus	Entitás	Ventus	Égbolt Úrai	Ember	Mágus	4	3	2	4	[DOMÍNIUM] Riadó (Clarion): Válassz egy 2-es vagy annál kisebb Magnitúdójú ellenséges Entitást a Horizonton, és küldd vissza a tulajdonosa kezébe.	[DOMINIUM] clarion: return target enemy Horizont entity with magnitude 2 or less to its owner's hand	dominium, horizont, hand	clarion	on_summon	enemy_horizont_entity	return_to_hand	instant	target_enemy_horizont_entity_with_magnitude_lte_2	Clarionkor egy legfeljebb 2-es Magnitúdójú ellenséges Horizont-entitást kézbe küldesz vissza.	elso_koros_gepi_ertelmezes	Egyszerű Clarion bounce Magnitúdó-szűréssel.
Mennydörgő Sólyom	Entitás	Ventus	Égbolt Úrai	Szárnyas Bestia	Alap	5	4	4	4	[HORIZONT] Légies (Ethereal). Ha a Sólyom sikeresen sebez egy ellenséges Pecsétet, a viharos széllökés visszaparancsol egy szabadon választott ellenséges Entitást a Zenitből (a hátsó sorból) az ellenfél kezébe.	[HORIZONT] ethereal; when this damages an enemy seal, return target enemy Zenit entity to its owner's hand	horizont, seal_row, zenit, hand	ethereal	on_seal_break	enemy_zenit_entity	return_to_hand	instant	trigger_when_this_successfully_damages_an_enemy_seal	Légies entitás, amely pecsétsebzés után egy ellenséges Zenit-entitást kézbe küld vissza.	osszetett_egyedi	Seal-hit trigger hátsó soros bounce-szal.
Viharhozó Wyrm	Entitás	Ventus	Égbolt Úrai	Sárkány	Alap	5	4	4	5	[HORIZONT] Légies (Ethereal). Ha ez a lény sebzést okoz a Horizonton lévő ellenfélnek, a harc után a vihar szele egyenesen az ellenfél kezébe sodorja vissza a megtámadott (de túlélő) ellenséges Entitást.	[HORIZONT] ethereal; when this deals damage to an enemy on Horizont, return the attacked surviving enemy entity to its owner's hand after combat	horizont, hand	ethereal	on_combat_damage_dealt	enemy_horizont_entity	return_to_hand	instant	target_must_be_the_attacked_enemy_horizont_entity_and_it_must_survive	Légies entitás, amely a megtámadott és túlélő ellenséges Horizont-entitást a harc után kézbe küldi.	osszetett_egyedi	Harc utáni bounce a tényleges megtámadott túlélő célpontra.
Zephyr az Égi Dzsinn	Entitás	Ventus	Égbolt Úrai	Elementál	Hős	6	5	5	5	[DOMÍNIUM] Légies (Ethereal). Valahányszor az ellenfél kénytelen visszavenni egy Entitást a Domíniumról a kezébe, Zephyr azonnal kap +2 ATK-t az adott kör végéig.	[DOMINIUM] ethereal; whenever an enemy entity returns from board to hand, this gains +2 ATK until end of turn	dominium, hand	ethereal	on_bounce	self	atk_mod	until_turn_end	trigger_when_an_enemy_entity_returns_from_board_to_hand	Légies hős, amely +2 ATK-t kap a kör végéig, amikor egy ellenséges entitás a pályáról kézbe kerül.	osszetett_egyedi	Enemy-bounce triggeres ideiglenes önbuff.
Stratos az Égbolt Ura	Entitás	Ventus	Égbolt Úrai	Sárkány	Hős	7	6	6	5	[DOMÍNIUM] Légies (Ethereal). Riadó (Clarion): Megidézésekor hatalmas orkán söpör végig a Domíniumon. Az összes olyan ellenséges Entitás a Horizonton, amely nem rendelkezik a Légies kulcsszóval, azonnal visszakerül a tulajdonosa kezébe.	[DOMINIUM] ethereal; clarion: return all enemy Horizont entities without ethereal to their owner's hand	dominium, horizont, hand	ethereal, clarion	on_summon	enemy_horizont_entities	return_to_hand	instant	affects_only_enemy_horizont_entities_without_ethereal	Légies hős, amely Clarionkor minden nem Légies ellenséges Horizont-entitást kézbe küld vissza.	osszetett_egyedi	Tömeges keyword-szűrt bounce Clarion.
Aethon a Szélisten	Entitás	Ventus	Égbolt Úrai	Sárkány	Hős	8	7	7	7	[DOMÍNIUM] Légies (Ethereal). Riadó (Clarion): Megidézésekor egy hatalmas orkán az összes Kimerült (elforgatott) ellenséges Entitást visszasodorja a tulajdonosuk kezébe, megnyitva az utat a Pecsétek felé.	[DOMINIUM] ethereal; clarion: return all exhausted enemy entities to their owner's hand	dominium, hand	ethereal, clarion	on_summon	enemy_entities	return_to_hand	instant	affects_only_exhausted_enemy_entities	Légies hős, amely Clarionkor az összes Kimerült ellenséges entitást kézbe küldi vissza.	osszetett_egyedi	Tömeges állapotszűrt bounce Clarion.
Felhő-Kóborló	Entitás	Ventus	Égbolt Úrai	Szellem	Alap	1	1	1	1	[HORIZONT] Légies (Ethereal). Visszhang (Echo): Dobj el egy lapot, hogy húzz egy újat.	[HORIZONT] ethereal; echo: discard 1, then draw 1	horizont, hand, graveyard, deck	ethereal, echo	on_death	self	discard, draw	instant	none	Légies entitás, amely Echo hatásra eldob 1 lapot, majd húz 1 lapot.	osszetett_egyedi	Echo-triggeres loot-hatás.
Égi Megfigyelő	Entitás	Ventus	Égbolt Úrai	Szárnyas Bestia	Alap	1	1	1	2	[ZENIT] Harmonizálás (Harmonize). Bármikor, amikor az ellenfél visszavesz egy lapot a kezébe, megnézheted az ellenfél paklijának legfelső lapját.	[ZENIT] harmonize; whenever the opponent returns a card to hand, you may look at the top card of their deck	zenit, hand, deck	harmonize	on_bounce	enemy_hand	tutor	instant	trigger_when_opponent_returns_a_card_to_hand	Harmonizálást ad, és amikor az ellenfél lapot vesz vissza a kezébe, megnézheted a paklija tetejét.	osszetett_egyedi	Információszerző bounce-trigger.
Szélháton Járó	Entitás	Ventus	Égbolt Úrai	Ember	Kósza	2	2	2	2	[HORIZONT] Légies (Ethereal).	[HORIZONT] ethereal	horizont	ethereal	static	self	blank	static_while_on_board	none	A Horizonton Légies kulcsszóval rendelkező egyszerű entitás.	passziv_vagy_egyszeru	Tiszta natív keywordös lap.
Fellegek Papnője	Entitás	Ventus	Égbolt Úrai	Ember	Pap	2	2	1	4	[ZENIT] Rezonancia 2. Amíg itt van, a Légies Entitásaid megidézése 1 Aurával kevesebbe kerül.	[ZENIT] resonance 2; while here, your ethereal entities cost 1 less to summon	zenit	resonance, ethereal	static	own_entities	cost_mod	static_while_on_board	affects_only_allied_ethereal_entities	Rezonancia 2-t ad, és amíg a Zenitben van, a saját Légies entitásaid 1 Aurával olcsóbban idézhetők meg.	osszetett_egyedi	Keyword-szűrt folyamatos idézési költségcsökkentés.
Délibáb Szövő	Entitás	Ventus	Égbolt Úrai	Ember	Mágus	3	3	2	3	[DOMÍNIUM] Riadó (Clarion): Választhatsz egy saját Légies Entitást; a kör végéig nem célozható meg semmilyen varázslattal.	[DOMINIUM] clarion: target allied ethereal entity cannot be targeted by spells until end of turn	dominium	clarion, ethereal	on_summon	own_entity	untargetable	until_turn_end	target_must_be_allied_ethereal_entity	Clarionkor egy saját Légies entitás a kör végéig nem célozható varázslatokkal.	osszetett_egyedi	Célzott ideiglenes spell-untargetable Clarion.
Köd-Alak	Entitás	Ventus	Égbolt Úrai	Elementál	Alap	3	3	3	3	[HORIZONT] Ha célpontjává válik egy ellenséges Igének, azonnal visszatér a kezedbe, és a varázslat semlegesítődik.	[HORIZONT] when targeted by an enemy spell, return this to hand and counter that spell	horizont, hand	blank	on_enemy_spell_target	self, enemy_spell	return_to_hand, counterspell	instant	none	Ha ellenséges Ige célpontjává válik, kézbe kerül vissza és a varázslat meghiúsul.	osszetett_egyedi	Önvédelmi auto-bounce counter infrastruktúrát igényel.
Szélvihar Wyvern	Entitás	Ventus	Égbolt Úrai	Sárkány	Alap	4	4	4	3	[HORIZONT] Légies (Ethereal). Hasítás (Sundering).	[HORIZONT] ethereal; sundering	horizont	ethereal, sundering	static	self	blank	static_while_on_board	none	A Horizonton Légies és Hasítás kulcsszóval rendelkező egyszerű entitás.	passziv_vagy_egyszeru	Két natív keywordös lap.
Égi Csempész	Entitás	Ventus	Égbolt Úrai	Ember	Tolvaj	4	4	3	4	[DOMÍNIUM] Riadó (Clarion): Húzz 1 lapot. Ha ez a lap Ventus Entitás, mutasd meg, és húzz még egyet!	[DOMINIUM] clarion: draw 1; if it is a Ventus entity, reveal it and draw 1 more	dominium, deck, hand	clarion	on_summon	self	draw	instant	draw_1_then_if_drawn_card_is_a_ventus_entity_reveal_it_and_draw_1_more	Clarionkor húzol 1 lapot, és ha az Ventus entitás, felfeded és húzol még 1 lapot.	osszetett_egyedi	Feltételes láncolt húzás a felhúzott lap típusa alapján.
Szárnyas Oroszlán	Entitás	Ventus	Égbolt Úrai	Szárnyas Bestia	Alap	5	5	4	5	[HORIZONT] Légies (Ethereal). Ha ez a lény sebzést okoz a Horizonton lévő ellenfélnek, az ellenfélnek a következő körben 1-gyel kevesebb Aurája lesz.	[HORIZONT] ethereal; when this deals damage to an enemy on Horizont, that player has 1 less aura next turn	horizont, source	ethereal	on_combat_damage_dealt	enemy_entity	resource_gain	until_next_enemy_turn	trigger_when_this_deals_damage_to_an_enemy_on_horizont	Légies entitás, amely Horizonton lévő ellenfél sebzésekor a következő körre 1 Aura-vesztést okoz.	osszetett_egyedi	Késleltetett ellenfél-erőforráscsökkentés combat triggerből.
Felhőtörő Gólem	Entitás	Ventus	Égbolt Úrai	Gólem	Alap	5	5	5	5	[HORIZONT] Oltalom (Aegis). Megidézésekor egy ellenséges Entitás azonnal elveszíti a Légies (Ethereal) kulcsszavát.	[HORIZONT] aegis; on summon, target enemy entity loses ethereal	horizont	aegis, ethereal	on_summon	enemy_entity	ability_lock	instant	target_enemy_entity_loses_ethereal_on_summon	Oltalommal rendelkező entitás, amely megidézésekor egy ellenséges entitásról leveszi a Légies kulcsszót.	osszetett_egyedi	Kulcsszó-eltávolítás konkrét keywordre szűrve.
Légies Lopakodó	Entitás	Ventus	Égbolt Úrai	Szellem	Orgyilkos	6	6	5	4	[HORIZONT] Métely (Bane). Légies (Ethereal).	[HORIZONT] bane; ethereal	horizont	bane, ethereal	static	self	blank	static_while_on_board	none	A Horizonton Métely és Légies kulcsszóval rendelkező egyszerű entitás.	passziv_vagy_egyszeru	Két natív keywordös lap.
Szelek Királynője	Entitás	Ventus	Égbolt Úrai	Ember	Nemes	6	6	4	6	[ZENIT] Rezonancia 1. A Manifesztáció fázisodban visszaküldhetsz egy 2-es vagy annál kisebb Magnitúdójú ellenséges Entitást a tulajdonosa kezébe (körönként 1x).	[ZENIT] resonance 1; during your manifestation phase, you may return an enemy entity with magnitude 2 or less to its owner's hand once per turn	zenit, hand	resonance	on_influx_phase	enemy_entity	return_to_hand	instant	usable_once_per_turn_and_target_enemy_entity_must_have_magnitude_lte_2	Rezonancia 1-et ad, és a Manifesztáció fázisodban körönként egyszer visszaküldhetsz kézbe egy legfeljebb 2-es Magnitúdójú ellenséges entitást.	osszetett_egyedi	Fázis-alapú limitált bounce.
Égi Íjász	Entitás	Ventus	Égbolt Úrai	Ember	Vadász	7	7	6	6	[HORIZONT] Hasítás (Sundering). Ez az Entitás képes blokkolni az ellenséges Légies (Ethereal) Entitások támadásait is.	[HORIZONT] sundering; this can also block enemy ethereal entities	horizont	sundering, ethereal	static	self	block_restrict	static_while_on_board	can_block_enemy_ethereal_entities	Hasításos entitás, amely képes blokkolni az ellenséges Légies entitások támadásait is.	osszetett_egyedi	Blokkolási alapszabályt módosító kivétel.
Viharos Lovag	Entitás	Ventus	Égbolt Úrai	Szellem	Lovag	7	7	5	7	[HORIZONT] Oltalom (Aegis). Légies (Ethereal).	[HORIZONT] aegis; ethereal	horizont	aegis, ethereal	static	self	blank	static_while_on_board	none	A Horizonton Oltalom és Légies kulcsszóval rendelkező egyszerű entitás.	passziv_vagy_egyszeru	Két natív keywordös lap.
Végtelen Ég Sárkánya	Entitás	Ventus	Égbolt Úrai	Sárkány	Alap	8	8	8	8	[HORIZONT] Légies (Ethereal). Hasítás (Sundering). [DOMÍNIUM] Riadó (Clarion): Ha van másik Légies Entitásod a pályán, az ellenfél kénytelen 2 lapot eldobni a kezéből.	[HORIZONT] ethereal; sundering; [DOMINIUM] clarion: if you control another ethereal entity, opponent discards 2 cards	horizont, dominium, hand	ethereal, sundering, clarion	on_summon	enemy_hand	discard	instant	requires_another_allied_ethereal_entity_on_board	Ha van másik saját Légies entitásod a pályán, Clarionkor az ellenfél 2 lapot dob el a kezéből.	osszetett_egyedi	Feltételes Clarion discard keyword-szűréssel.
Viharfellegek Ura	Entitás	Ventus	Égbolt Úrai	Elementál	Hős	9	9	7	9	[HORIZONT] Légies (Ethereal). [DOMÍNIUM] Riadó (Clarion): A Domíniumon lévő összes többi Entitás (saját és ellenséges is) visszakerül a tulajdonosa kezébe!	[HORIZONT] ethereal; [DOMINIUM] clarion: return all other entities on the board to their owners' hands	horizont, dominium, hand	ethereal, clarion	on_summon	own_entities, enemy_entities	return_to_hand	instant	affects_all_other_entities_on_dominium_except_this_one	Légies hős, amely Clarionkor az összes többi pályán lévő entitást visszaküldi a tulajdonosa kezébe.	osszetett_egyedi	Szimmetrikus tömeges bounce, saját magát kivéve.
Ködbe Vész	Ige	Ventus	Égbolt Úrai	-	-	2	1	-	-	Válassz egy saját Entitást a Horizonton. Megkapja a Légies (Ethereal) kulcsszót az adott kör végéig.	target allied Horizont entity gains ethereal until end of turn	horizont	ethereal	blank	own_horizont_entity	grant_keyword	until_turn_end	none	Egy saját Horizont-entitás megkapja a Légies kulcsszót a kör végéig.	elso_koros_gepi_ertelmezes	Egyszerű célzott ideiglenes keyword-adás.
Égi Emelés	Ige	Ventus	Égbolt Úrai	-	-	3	2	-	-	Vegyél vissza egy saját Entitást a Domíniumról a kezedbe. Cserébe a körben a következő megidézett Entitásod költsége 2 Aurával csökken.	return an allied entity from board to hand; your next summoned entity this turn costs 2 less	dominium, hand	blank	blank	own_entity	return_to_hand, cost_mod	until_turn_end	affects_the_next_allied_entity_you_summon_this_turn	Egy saját entitást visszaveszel a kezedbe, majd a következő megidézett entitásod 2 Aurával olcsóbb lesz ebben a körben.	osszetett_egyedi	Saját bounce és következő summonra tárolt költségcsökkentés.
Szétszóródás	Ige	Ventus	Égbolt Úrai	-	-	4	3	-	-	Válassz egy ellenséges Entitást a Horizonton. Visszakerül a tulajdonosa kezébe, de az ellenfél cserébe húzhat 1 lapot.	return target enemy Horizont entity to its owner's hand; its controller may draw 1	horizont, hand, deck	blank	blank	enemy_horizont_entity	return_to_hand, draw	instant	opponent_may_draw_1_after_the_target_returns_to_hand	Egy ellenséges Horizont-entitás visszakerül a tulajdonosa kezébe, és az ellenfél húzhat 1 lapot.	osszetett_egyedi	Célzott bounce kompenzációs húzással.
Délibáb	Ige	Ventus	Égbolt Úrai	-	-	5	3	-	-	Cseréld fel egy saját Légies (Ethereal) Entitásod és egy ellenséges Entitás pozícióját (a te térfeledre kerül az övé, és fordítva) a kör végéig!	swap the positions of an allied ethereal entity and an enemy entity until end of turn	dominium, horizont, zenit	ethereal	blank	own_entity, enemy_entity	move_horizont, move_zenit	until_turn_end	target_must_be_an_allied_ethereal_entity_and_an_enemy_entity	Egy saját Légies entitásod és egy ellenséges entitás helyet cserél a kör végéig.	osszetett_egyedi	Kétoldali ideiglenes pozíciócsere kontrolloldal-váltási következményekkel.
