Kártya név	Típus	Birodalom	Klán	Faj	Kaszt	Magnitudó	Aura	ATK	HP	Képesség	Képesség_Canonical	Zóna_Felismerve	Kulcsszavak_Felismerve	Trigger_Felismerve	Célpont_Felismerve	Hatáscímkék	Időtartam_Felismerve	Feltétel_Felismerve	Gépi_Leírás	Értelmezési_Státusz	Engine_Megjegyzés
Süllyedő Homok	Jel	Terra	Ős-Druidák	-	-	2	2	-	-	Aktiválás: Amikor az ellenfél kijátszik egy 4-es vagy nagyobb Magnitúdójú Entitást a Horizontra. Hatás: Az Entitás azonnal elveszít 2 HP-t, és Kimerült állapotban érkezik a pályára (nem blokkolhat).	when enemy plays an entity with magnitude 4 or more to Horizont: it takes 2 damage and enters exhausted	horizont	blank	on_enemy_summon	enemy_horizont_entity	damage, exhaust	instant	trigger_only_if_enemy_summons_entity_to_horizont_with_magnitude_gte_4	Ha az ellenfél egy 4-es vagy nagyobb Magnitúdójú entitást játszik ki a Horizontra, az 2 sebzést kap és kimerülten érkezik.	osszetett_egyedi	Summon-triggeres sebzés és belépési állapotmódosítás együtt.
Fojtogató Gyökerek	Jel	Terra	Ős-Druidák	-	-	2	2	-	-	Aktiválás: Amikor az ellenfél egyik Entitása támadást indít. Hatás: A támadó Entitás elveszíti a támadása erejét (0 ATK-val üt), és a következő körében nem változtathat pozíciót.	when an enemy entity attacks: it attacks with 0 ATK and cannot change position on its next turn	blank	blank	on_attack_declared	enemy_entity	atk_mod, move_horizont, move_zenit	until_next_enemy_turn	none	Amikor egy ellenséges entitás támad, 0 ATK-val üt, és a következő körében nem változtathat pozíciót.	osszetett_egyedi	ATK-nullázás és következő körre szóló mozgáskorlátozás együtt.
Töviscsapda	Jel	Terra	Ős-Druidák	-	-	3	2	-	-	Amikor az ellenfél megtámadja egy Bestia típusú Entitásodat. Hatás: A támadó azonnal elszenved 3 sebzést a harc megkezdése előtt.	when enemy attacks your Beast entity: the attacker takes 3 damage before combat	blank	blank	on_attack_declared	enemy_entity	damage	instant	target_must_be_attacking_an_allied_beast_entity	Amikor az ellenfél egy Bestia típusú entitásodat támadja, a támadó 3 sebzést szenved el a harc előtt.	elso_koros_gepi_ertelmezes	Fajfüggő egyszerű sebző trap.
Váratlan Virágzás	Jel	Terra	Ős-Druidák	-	-	3	1	-	-	Aktiválás: Amikor az ellenfél Igével/Rituáléval célba veszi az Entitásodat. Hatás: A varázslat érvénytelenítődik, és azonnal kapsz 1 bónusz kártyát a paklid tetejéről az Ősforrásodba!	when enemy spell or ritual targets your entity: counter that spell and put the top card of your deck into your source	deck, source	blank	on_enemy_spell_target	enemy_spell_or_ritual	counterspell, resource_gain	instant	enemy_spell_or_ritual_must_target_own_entity	Ha az ellenfél Igével vagy Rituáléval célozza az entitásodat, a varázslat meghiúsul, és a paklid tetejéről 1 lap az Ősforrásodba kerül.	osszetett_egyedi	Spell-counter és paklitetejéről forrásba helyezés együtt.
Az Ébredő Erdő	Sík	Terra	Ős-Druidák	-	-	4	4	-	-	Amíg aktív minden körödben egyszer Kimeríthetsz egy saját Druida vagy Növény Entitást a Zenitben hogy kapj 2 ideiglenes Terra Aurát.	while active, once each turn you may exhaust an allied Druid or Plant entity in Zenit to gain 2 temporary Terra aura	zenit	blank	blank	own_zenit_entity	exhaust, resource_gain	while_active	usable_once_per_turn_target_must_be_allied_druid_or_plant_entity_in_zenit	Amíg aktív, körönként egyszer kimeríthetsz egy saját Druida vagy Növény Zenit-entitást, hogy 2 ideiglenes Terra Aurát kapj.	folyamatos_sik_hatas	Folyamatos síkhatás aktiválható költséggel és fajszűrt célponttal.
Titánok Temetője	Sík	Terra	Ős-Druidák	-	-	4	5	-	-	Amíg aktív a Bestia és Sárkányféle Entitások költsége 1 Aurával csökken. Ha egy Entitásod a Horizonton elpusztul ahelyett hogy az Ürességbe kerülne lehelyezheted Kimerülten az Ősforrásodba.	while active, Beast and Dragon entities cost 1 less; when your Horizont entity dies, you may place it exhausted into your source instead of the graveyard	horizont, source	blank	on_death	own_horizont_entity	cost_mod, move_to_source, exhaust	while_active	target_must_be_allied_horizont_entity_that_would_die_and_beast_or_dragon_cost_reduction_applies_globally	Amíg aktív, a Bestia és Sárkány entitásaid olcsóbbak, és a saját elpusztuló Horizont-entitásaidat az Üresség helyett kimerülten az Ősforrásodba teheted.	folyamatos_sik_hatas	Kettős síkhatás: globális költségcsökkentés és halálhelyettesítő source-ba helyezés.
Szent Druida-Liget	Sík	Terra	Ős-Druidák	-	-	3	4	-	-	Amíg aktív, ha a köröd során nem indítottál egyetlen támadást sem, a köröd végén minden saját Entitásod visszatölt 1 HP-t.	while active, at end of your turn if you declared no attacks this turn, all allied entities heal 1 HP	dominium	blank	on_turn_end	own_entities	heal	while_active	if_you_declared_no_attacks_this_turn	Ha a köröd során nem indítottál támadást, a köröd végén minden saját entitásod 1 HP-t gyógyul.	folyamatos_sik_hatas	Körvégi feltételes tömeges heal támadásmentes körökre.
Szunnyadó Vulkanikus Föld	Sík	Terra	Ős-Druidák	-	-	5	4	-	-	"Amíg aktív, az összes saját ""Elemi Lény"" és ""Sárkány"" Főfajú Entitásod kap +2 ATK-t a mérkőzés végéig."	while active, all allied Elemental and Dragon entities gain +2 ATK until end of match	dominium	blank	blank	own_entities	atk_mod	until_match_end	affects_allied_elemental_and_dragon_entities	Minden saját Elemi Lény és Sárkány entitásod +2 ATK-t kap a mérkőzés végéig.	folyamatos_sik_hatas	Fajszűrt, tartós globális ATK-bónusz.
Farkasvérű Nyomkereső	Entitás	Terra	Vadon Vadászai	Ember	Vadász	1	1	2	1	[DOMÍNIUM] Riadó (Clarion): Kapsz 1 ideiglenes Terra Aurát erre a körre. Ezen felül nézd meg a paklid felső 3 lapját. Ha van köztük Bestia, vedd a kezedbe.	[DOMINIUM] clarion: gain 1 temporary Terra aura this turn; look at the top 3 cards of your deck; if any is a Beast, you may put one into your hand	dominium, deck, hand	clarion	on_summon	self, own_deck	resource_gain, reveal, tutor	until_turn_end	may_add_one_revealed_beast_from_top_3_cards_of_own_deck_to_hand	Megidézéskor kapsz 1 ideiglenes Terra Aurát erre a körre, majd megnézed a paklid felső 3 lapját, és ha van köztük Bestia, egyet a kezedbe vehetsz.	osszetett_egyedi	Clarion + topdeck inspect + feltételes Beast-kiválasztás; a reveal és deck-top kezelés fontos.
Szirti Sólyom	Entitás	Terra	Vadon Vadászai	Szárnyas Bestia	Alap	2	1	1	2	[HORIZONT] Gyorsaság (Celerity). [ZENIT] Ez az Entitás nem célozható meg ellenséges Rituálékkal és Igékkel.	[HORIZONT] celerity; [ZENIT] cannot be targeted by enemy rituals or spells	horizont, zenit	celerity	static	self	untargetable	static_while_on_board	self_has_celerity_on_horizont_and_is_untargetable_by_enemy_spells_in_zenit	A Horizonton Gyorsasággal rendelkezik, a Zenitben pedig nem célozható meg ellenséges Rituálékkal és Igékkel.	passziv_vagy_egyszeru	Két zónához kötött statikus tulajdonság ugyanazon lapon.
Vérszimatoló Hiéna	Entitás	Terra	Vadon Vadászai	Bestia	Alap	2	1	2	1	[HORIZONT] Ha van legalább egy Vadász Entitásod a Domíniumon, automatikusan megkapja a Gyorsaság (Celerity) kulcsszót.	[HORIZONT] if you control at least one Hunter entity on Dominium, this gains celerity	horizont, dominium	celerity	static	self, own_entities	grant_keyword	static_while_on_board	requires_at_least_one_allied_hunter_entity_on_dominium	Ha van legalább egy saját Vadász entitásod a Domíniumon, ez a lap megkapja a Gyorsaság kulcsszót.	elso_koros_gepi_ertelmezes	Feltételes ön-keywordadás board-presence alapján.
Méregköpő Kobra	Entitás	Terra	Vadon Vadászai	Hüllő	Alap	2	3	1	2	[HORIZONT] Métely (Bane).	[HORIZONT] bane	horizont	bane	static	self	blank	static_while_on_board	none	A Horizonton Métely kulcsszóval rendelkezik.	passziv_vagy_egyszeru	Tiszta natív keywordös lap.
Falkavezér Vadász	Entitás	Terra	Vadon Vadászai	Ember	Vadász	3	2	2	3	"[ZENIT] Harmonizálás (Harmonize). Ha egy előtte álló Bestiát támogat, a Bestia a harc idejére a Hasítás kulcsszót is megkapja. Valahányszor egy saját ""Vadász"" kasztú Entitásod sikeres sebzést okoz a Horizonton, kapsz 1 ideiglenes Terra Aurát. (Körönként szigorúan max 1x)."	[ZENIT] harmonize; if supporting a Beast in front, that Beast gains sundering during combat; whenever an allied Hunter entity deals successful damage on Horizont, gain 1 temporary Terra aura (max once per turn)	zenit, horizont, dominium	harmonize, sundering	static, on_attack_hits	own_horizont_entity, own_entities, self	grant_keyword, resource_gain, once_per_turn	during_combat, until_turn_end	if_supported_entity_is_beast_then_it_gains_sundering_during_combat; trigger_only_if_an_allied_hunter_entity_deals_successful_damage_on_horizont_max_once_per_turn	Harmonizálás. Ha Bestiát támogat, az a harc idejére megkapja a Hasítás kulcsszót. Emellett amikor egy saját Vadász entitásod sikeres sebzést okoz a Horizonton, kapsz 1 ideiglenes Terra Aurát, körönként legfeljebb egyszer.	osszetett_egyedi	Két külön mechanika egy lapon: support-függő temporary keywordadás + Hunter damage-triggeres resource gain.
Vadon Szeme Íjász	Entitás	Terra	Vadon Vadászai	Ember	Vadász	3	2	2	2	[DOMÍNIUM] Riadó (Clarion): Okozz 2 sebzést egy szabadon választott Kimerült (elforgatott) ellenséges Entitásnak.	[DOMINIUM] clarion: deal 2 damage to target exhausted enemy entity	dominium	clarion	on_summon	enemy_entity	damage	instant	target_enemy_entity_must_be_exhausted	Megidézéskor 2 sebzést okoz egy kimerült ellenséges entitásnak.	elso_koros_gepi_ertelmezes	Egyszerű Clarion + feltételes célzott sebzés.
Tüskés Vaddisznó	Entitás	Terra	Vadon Vadászai	Bestia	Alap	3	3	4	3	[HORIZONT] Hasítás (Sundering). A Betörés fázisban nem célozhatja a Zenitben álló Entitásokat.	[HORIZONT] sundering; during breakthrough this cannot target entities in Zenit	horizont, zenit	sundering	static	enemy_zenit_entity, self	attack_restrict	static_while_on_board	during_breakthrough_this_cannot_target_enemy_zenit_entities	Hasítással rendelkezik, de a Betörés fázisban nem célozhat Zenitben álló entitásokat.	osszetett_egyedi	Natív Sundering mellé speciális célzási korlátozás.
Páncélos Vadkan	Entitás	Terra	Vadon Vadászai	Bestia	Alap	3	4	3	5	[HORIZONT] Oltalom (Aegis). Ha sikeresen túlél egy blokkolást, a mögötte álló Vadász vagy Bestia kap +1 ATK-t az adott kör végéig.	[HORIZONT] aegis; if this survives a successful block, the allied Hunter or Beast behind it gains +1 ATK until end of turn	horizont, zenit	aegis	on_block_survived	own_horizont_entity, own_zenit_entity	atk_mod	until_turn_end	trigger_only_if_this_survives_a_successful_block_and_the_entity_behind_it_is_hunter_or_beast	Oltalommal rendelkezik. Ha sikeresen túlél egy blokkolást, a mögötte álló Vadász vagy Bestia +1 ATK-t kap a kör végéig.	osszetett_egyedi	Lane-kötött block-survival trigger és hátsó entitás buffolása.
Árnyékpárduc	Entitás	Terra	Vadon Vadászai	Bestia	Orgyilkos	4	3	4	2	[ZENIT] Ez az Entitás nem célozható meg ellenséges Rituálékkal és Igékkel. [DOMÍNIUM] Ha a Zenitből a Horizontra lép a támadás körében, az ellenfél nem választhat blokkoló Entitást ellene.	[ZENIT] cannot be targeted by enemy rituals or spells; [DOMINIUM] if this moves from Zenit to Horizont in the turn it attacks, the opponent cannot assign blockers against it	zenit, dominium, horizont	blank	static, on_move_zenit_to_horizont	self, opponent	untargetable, block_restrict	until_turn_end, static_while_on_board	self_is_untargetable_in_zenit; if_this_moves_from_zenit_to_horizont_in_the_turn_it_attacks_it_cannot_be_blocked	A Zenitben nem célozható ellenséges varázslatokkal. Ha a Zenitből a Horizontra lép a támadás körében, az ellenfél nem jelölhet ki blokkolót ellene.	osszetett_egyedi	Statikus untargetable + mozgásfeltételes unblockable-szerű hatás.
Koponyatörő Gorilla	Entitás	Terra	Vadon Vadászai	Bestia	Harcos	4	4	5	4	[HORIZONT] Hasítás (Sundering). Ez az Entitás megtámadhatja a Zenitben rejtőzőket is.	[HORIZONT] sundering; this may attack entities in Zenit	horizont, zenit	sundering	static	enemy_zenit_entity	attack_restrict	static_while_on_board	this_may_target_enemy_zenit_entities_when_attacking	Hasítással rendelkezik, és a Zenitben lévő entitásokat is megtámadhatja.	osszetett_egyedi	Speciális támadási célpontkiterjesztés.
Csontmaszkos Sámánvadász	Entitás	Terra	Vadon Vadászai	Ember	Sámán	4	5	3	4	[ZENIT] Rezonancia 2. Amíg itt van, a Horizonton lévő összes Bestiád immunis az ellenséges Igékre a harc alatt.	[ZENIT] resonance 2; while this is in Zenit, all your Beasts on Horizont are immune to enemy spells during combat	zenit, horizont	resonance	static	own_horizont_entities	damage_immunity	during_combat, static_while_on_board	affects_allied_beasts_on_horizont_only_during_combat_and_only_against_enemy_spells	Rezonancia 2. Amíg a Zenitben van, a Horizonton lévő összes saját Bestiád immunis az ellenséges Igékre a harc alatt.	osszetett_egyedi	Combat-időszakra korlátozott, fajszűrt spell-immunity aura.
Kardfogú Ragadozó	Entitás	Terra	Vadon Vadászai	Bestia	Alap	5	3	5	3	[ZENIT] Ez az Entitás nem célozható meg ellenséges Rituálékkal és Igékkel. [DOMÍNIUM] Amikor a Zenitből a Horizontra lépve támad, az ellenfél nem használhat Oltalom képességű Entitást a blokkolására.	[ZENIT] cannot be targeted by enemy rituals or spells; [DOMINIUM] when attacking after moving from Zenit to Horizont, the opponent cannot block it with an aegis entity	zenit, dominium, horizont	aegis	static, on_move_zenit_to_horizont	self, enemy_entity	untargetable, block_restrict	until_turn_end, static_while_on_board	self_is_untargetable_in_zenit; if_this_moves_from_zenit_to_horizont_and_attacks_opponent_cannot_block_with_aegis_entities	A Zenitben nem célozható, és ha a Zenitből előrelépve támad, az ellenfél nem blokkolhatja Oltalommal rendelkező entitással.	osszetett_egyedi	Statikus védelem + mozgásfeltételes Aegis-negáló block restriction.
Törzsi Fővadász	Entitás	Terra	Vadon Vadászai	Ember	Vadász	5	4	4	5	[ZENIT] Rezonancia 1. A Horizonton lévő Bestiáid kapnak +1 ATK-t. Bármikor, amikor egy Bestiád elpusztít egy ellenfelet, a Fővadász véglegesen kap +1 maximális HP-t.	[ZENIT] resonance 1; your Beasts on Horizont gain +1 ATK; whenever one of your Beasts destroys an enemy, this permanently gains +1 max HP	zenit, horizont	resonance	static, on_destroy	own_horizont_entities, self	atk_mod, hp_mod	static_while_on_board, until_match_end	affects_allied_beasts_on_horizont; trigger_only_if_an_allied_beast_destroys_an_enemy_entity	Rezonancia 1. A Horizonton lévő Bestiáid +1 ATK-t kapnak. Ha egy saját Bestiád elpusztít egy ellenfelet, ez a lap véglegesen +1 max HP-t kap.	osszetett_egyedi	Statikus törzsi buff + kill-triggeres permanens önnövekedés.
Földrengés-Orrszarvú	Entitás	Terra	Vadon Vadászai	Bestia	Alap	6	5	6	6	[HORIZONT] Hasítás (Sundering). Amikor sikeresen áttöri az ellenfél egyik Pecsétjét, az ellenfél egy véletlenszerű Entitása a Horizonton azonnal Kimerült állapotba kerül.	[HORIZONT] sundering; when this successfully breaks an enemy seal, a random enemy entity on Horizont becomes exhausted	horizont, seal_row	sundering	on_seal_break	enemy_horizont_entity	exhaust	instant	trigger_only_if_this_successfully_breaks_an_enemy_seal; target_is_random_enemy_horizont_entity	Ha sikeresen feltör egy ellenséges Pecsétet, egy véletlenszerű ellenséges Horizont-entitás kimerül.	osszetett_egyedi	Seal-break trigger random enemy targettal.
Csúcsragadozó Mantikór	Entitás	Terra	Vadon Vadászai	Bestia	Alap	7	6	7	5	[DOMÍNIUM] Riadó (Clarion): Válassz ki egy ellenséges Entitást, amelynek az ATK-ja kisebb, mint a Mantikóré (6 vagy kevesebb). Az a célpont azonnal megsemmisül.	[DOMINIUM] clarion: destroy target enemy entity whose ATK is lower than this card's ATK	dominium	clarion	on_summon	enemy_entity	destroy	instant	target_enemy_entity_atk_must_be_lower_than_this_cards_atk	Megidézéskor megsemmisít egy olyan ellenséges entitást, amelynek az ATK-ja kisebb, mint a Mantikóré.	elso_koros_gepi_ertelmezes	ATK-összehasonlításos Clarion destroy.
Apex Tyrannus	Entitás	Terra	Vadon Vadászai	Hüllő	Hős	8	6	7	7	[HORIZONT] Hasítás (Sundering). Minden alkalommal, amikor elpusztít egy ellenséges Entitást, kap +1 ATK-t és +1 maximális HP-t.	[HORIZONT] sundering; whenever this destroys an enemy entity, it gains +1 ATK and +1 max HP permanently	horizont	sundering	on_destroy	self	atk_mod, hp_mod	until_match_end	trigger_only_if_this_destroys_an_enemy_entity	Hasítással rendelkezik, és amikor elpusztít egy ellenséges entitást, +1 ATK-t és +1 max HP-t kap véglegesen.	elso_koros_gepi_ertelmezes	Kill-triggeres permanens önnövekedés.
Felderítő Bagoly	Entitás	Terra	Vadon Vadászai	Szárnyas Bestia	Alap	1	1	1	1	[DOMÍNIUM] Riadó (Clarion): Nézd meg az ellenfél paklijának legfelső lapját, majd dönthetsz úgy, hogy a pakli aljára küldöd.	[DOMINIUM] clarion: look at the top card of the opponent's deck; you may put it on the bottom of that deck	dominium, deck	clarion	on_summon	opponent	reveal, deck_bottom	instant	may_move_the_top_card_of_the_opponents_deck_to_the_bottom_of_that_deck	Megidézéskor megnézed az ellenfél paklijának legfelső lapját, és dönthetsz úgy, hogy a pakli aljára küldöd.	osszetett_egyedi	Opponent topdeck inspect + optional deck-bottom manipulation.
Vadon Cserkésze	Entitás	Terra	Vadon Vadászai	Ember	Kósza	1	1	2	1	[HORIZONT] Gyorsaság (Celerity).	[HORIZONT] celerity	horizont	celerity	static	self	blank	static_while_on_board	none	Gyorsaság kulcsszóval rendelkező egyszerű Horizont-entitás.	passziv_vagy_egyszeru	Tiszta natív keywordös lap.
Rejtőzködő Vipera	Entitás	Terra	Vadon Vadászai	Bestia	Orgyilkos	2	2	1	2	[HORIZONT] Métely (Bane). Ha a Zenitből lép elő, az első támadása kivédhetetlen a Horizont Entitásai számára.	[HORIZONT] bane; if this moves from Zenit to Horizont, its first attack cannot be blocked by Horizont entities	horizont, zenit	bane	static, on_move_zenit_to_horizont	self, enemy_horizont_entity	block_restrict	until_turn_end	if_this_moves_from_zenit_to_horizont_its_first_attack_cannot_be_blocked_by_horizont_entities	Métellyel rendelkezik. Ha a Zenitből lép elő, az első támadása kivédhetetlen a Horizont entitásai számára.	osszetett_egyedi	Movement-triggeres first-attack block restriction.
Csapdaállító	Entitás	Terra	Vadon Vadászai	Ember	Vadász	2	2	2	2	"[DOMÍNIUM] Riadó (Clarion): A következő ""Jel"" (Csapda) kártyád, amit ebben a mérkőzésben kijátszol, 1 Terra Aurával kevesebbe kerül."	[DOMINIUM] clarion: the next trap card you play this match costs 1 less Terra aura	dominium	clarion	on_summon	self	cost_mod	until_match_end	affects_the_next_trap_card_you_play_this_match	Megidézéskor a következő Jel kártyád, amit ebben a mérkőzésben kijátszol, 1 Terra Aurával kevesebbe kerül.	osszetett_egyedi	Tárolt next-card discount, nem turn-limited hanem match-scoped.
Viharmadár	Entitás	Terra	Vadon Vadászai	Szárnyas Bestia	Vadász	3	3	3	2	[HORIZONT] Gyorsaság (Celerity). Légies (Ethereal).	[HORIZONT] celerity, ethereal	horizont	celerity, ethereal	static	self	blank	static_while_on_board	none	Gyorsaság és Légies kulcsszavakkal rendelkező egyszerű Horizont-entitás.	passziv_vagy_egyszeru	Két natív keyword egy lapon.
Dühöngő Rozsomák	Entitás	Terra	Vadon Vadászai	Bestia	Alap	3	3	4	2	[HORIZONT] Hasítás (Sundering). Bármikor, amikor sebzést kap, de nem pusztul el, kap +2 ATK-t az adott kör végéig.	[HORIZONT] sundering; whenever this takes damage and survives, it gains +2 ATK until end of turn	horizont	sundering	on_damage_survived	self	atk_mod	until_turn_end	trigger_only_if_this_takes_damage_and_survives	Hasítással rendelkezik, és amikor sebzést kap, de túléli, +2 ATK-t kap a kör végéig.	elso_koros_gepi_ertelmezes	Damage-survival triggeres ideiglenes önbuff.
Kíméletlen Fejvadász	Entitás	Terra	Vadon Vadászai	Ember	Zsoldos	4	3	3	3	[HORIZONT] Ha olyan ellenséges Entitást támad meg, amelynek a HP-ja nem maximális (sérült), kap +2 ATK-t a harc idejére.	[HORIZONT] if this attacks a damaged enemy entity, it gains +2 ATK during combat	horizont	blank	on_attack_declared	self, enemy_entity	atk_mod	during_combat	target_enemy_entity_must_be_damaged	Ha sérült ellenséges entitást támad, +2 ATK-t kap a harc idejére.	elso_koros_gepi_ertelmezes	Feltételes combat buff.
Csontpáncélos Krokodil	Entitás	Terra	Vadon Vadászai	Hüllő	Lovag	4	4	3	5	[HORIZONT] Oltalom (Aegis).	[HORIZONT] aegis	horizont	aegis	static	self	blank	static_while_on_board	none	Oltalom kulcsszóval rendelkező egyszerű Horizont-entitás.	passziv_vagy_egyszeru	Tiszta natív keywordös lap.
Óriás Sas	Entitás	Terra	Vadon Vadászai	Szárnyas Bestia	Alap	5	4	4	4	[HORIZONT] Légies (Ethereal). Ha van Gyorsaság (Celerity) kulcsszóval rendelkező Entitásod a pályán, ez a lap 1 Aurával olcsóbban idézhető.	[HORIZONT] ethereal; if you control a celerity entity, this costs 1 less aura to summon	horizont, dominium	ethereal, celerity	static	self, own_entities	cost_mod	static_while_on_board	this_costs_1_less_to_summon_if_you_control_an_entity_with_celerity	Légies. Ha van Gyorsaság kulcsszóval rendelkező saját entitásod a pályán, ez a lap 1 Aurával olcsóbban idézhető.	osszetett_egyedi	Conditional summon discount based on board keyword presence.
Sólyomszemű Mester	Entitás	Terra	Vadon Vadászai	Ember	Vadász	5	4	4	4	[DOMÍNIUM] Riadó (Clarion): Amikor megidézed, okozz 3 sebzést egy szabadon választott ellenséges Entitásnak a Zenitben!	[DOMINIUM] clarion: deal 3 damage to target enemy entity in Zenit	dominium, zenit	clarion	on_summon	enemy_zenit_entity	damage	instant	target_enemy_entity_must_be_in_zenit	Megidézéskor 3 sebzést okoz egy ellenséges Zenit-entitásnak.	elso_koros_gepi_ertelmezes	Clarion + Zenit-targeted damage.
Alfa Hím	Entitás	Terra	Vadon Vadászai	Bestia	Harcos	6	5	5	5	[HORIZONT] Hasítás (Sundering). Amíg ez az Entitás a pályán van, minden más saját Bestia Főfajú Entitásod kap +1 ATK-t és +1 maximális HP-t.	[HORIZONT] sundering; while this is on the board, all your other Beast entities gain +1 ATK and +1 max HP	horizont, dominium	sundering	static	own_entities	atk_mod, hp_mod	static_while_on_board	affects_all_other_allied_beast_entities	Hasítással rendelkezik. Amíg a pályán van, minden más saját Bestia entitásod +1 ATK-t és +1 max HP-t kap.	osszetett_egyedi	Global tribal aura excluding self.
Mocsári Baziliszkusz	Entitás	Terra	Vadon Vadászai	Hüllő	Alap	6	6	4	6	[HORIZONT] Métely (Bane). Bármely ellenséges Entitás, aki harcba bocsátkozik vele, azonnal Kimerült állapotba kerül a következő saját körére is.	[HORIZONT] bane; any enemy entity that enters combat with this becomes exhausted through its next turn	horizont	bane	on_attack_declared	enemy_entity	exhaust	until_next_own_turn_end	trigger_only_if_an_enemy_entity_enters_combat_with_this	Métellyel rendelkezik. Bármelyik ellenséges entitás, amelyik harcba bocsátkozik vele, kimerült marad a következő saját körére is.	osszetett_egyedi	Combat-entry trigger delayed ready-preventionnel.
Ragadozó Wyvern	Entitás	Terra	Vadon Vadászai	Sárkány	Vadász	7	6	6	5	[HORIZONT] Gyorsaság (Celerity). Hasítás (Sundering).	[HORIZONT] celerity, sundering	horizont	celerity, sundering	static	self	blank	static_while_on_board	none	Gyorsaság és Hasítás kulcsszavakkal rendelkező egyszerű Horizont-entitás.	passziv_vagy_egyszeru	Két natív keyword egy lapon.
Fenrir a Lánctépő	Entitás	Terra	Vadon Vadászai	Bestia	Hős	7	7	7	6	[HORIZONT] Hasítás (Sundering). Ezt az Entitást nem blokkolhatják 3-as vagy annál kisebb Magnitúdójú ellenséges Entitások.	[HORIZONT] sundering; this cannot be blocked by enemy entities with magnitude 3 or less	horizont	sundering	static	enemy_entity	block_restrict	static_while_on_board	enemy_blockers_with_magnitude_3_or_less_cannot_block_this	Hasítással rendelkezik, és 3-as vagy kisebb Magnitúdójú ellenséges entitások nem blokkolhatják.	elso_koros_gepi_ertelmezes	Magnitude-based blocking restriction.
Gyors Nyílzápor	Ige	Terra	Vadon Vadászai	-	-	2	1	-	-	Okozz 2 sebzést egy szabadon választott ellenséges célpontnak (Entitás vagy Pecsét). Reakció (Burst).	deal 2 damage to target enemy entity or enemy seal; burst	blank	burst	on_play, on_burst	enemy_entity, enemy_seal	damage, seal_damage	instant	none	2 sebzést okoz egy ellenséges entitásnak vagy pecsétnek. Burstként is elsüthető.	elso_koros_gepi_ertelmezes	Egyszerű kombinált célzású sebző Ige Bursttel.
Bestiális Üvöltés	Ige	Terra	Vadon Vadászai	-	-	3	2	-	-	Válassz egy ellenséges Entitást. Az adott kör végéig elveszíti az Oltalom (Aegis) és a Légies (Ethereal) kulcsszavait.	target enemy entity loses aegis and ethereal until end of turn	dominium	aegis, ethereal	on_play	enemy_entity	ability_lock	until_turn_end	none	Egy ellenséges entitás a kör végéig elveszíti az Oltalom és Légies kulcsszavait.	osszetett_egyedi	Keyword-eltávolítás meglévő szabvány szerint ability_lockként kezelve.
Kígyóharapás	Ige	Terra	Vadon Vadászai	-	-	4	2	-	-	Egy saját Bestiád vagy Hüllőd a kör végéig megkapja a Métely (Bane) kulcsszót.	target allied Beast or Reptile gains bane until end of turn	dominium	bane	on_play	own_entity	grant_keyword	until_turn_end	target_must_be_allied_beast_or_reptile	Egy saját Bestia vagy Hüllő a kör végéig megkapja a Métely kulcsszót.	passziv_vagy_egyszeru	Egyszerű célzott ideiglenes keyword-adás fajszűréssel.
Sólyom Szárnyán	Ige	Terra	Vadon Vadászai	-	-	4	3	-	-	Egy saját Entitásod a kör végéig megkapja a Gyorsaság (Celerity) és a Légies (Ethereal) kulcsszavakat.	target allied entity gains celerity and ethereal until end of turn	dominium	celerity, ethereal	on_play	own_entity	grant_keyword	until_turn_end	none	Egy saját entitás a kör végéig megkapja a Gyorsaság és Légies kulcsszavakat.	passziv_vagy_egyszeru	Egyszerű kettős ideiglenes keyword-adás.
Halálos Nyílvessző	Ige	Terra	Vadon Vadászai	-	-	2	1	-	-	Válassz egy saját Vadász Entitást és egy célpont ellenséges Entitást. Az ellenség elszenvedi a Vadászod ATK-jával megegyező sebzést (ez nem számít támadásnak a Vadász nem merül ki).	target allied Hunter and target enemy entity; enemy takes damage equal to allied Hunter ATK; this is not an attack and the Hunter does not exhaust	dominium	blank	on_play	own_entity, enemy_entity	damage	instant	target_must_include_an_allied_hunter_and_an_enemy_entity	Az ellenséges entitás a választott saját Vadász ATK-jával megegyező sebzést szenved el, ez nem számít támadásnak és a Vadász nem merül ki.	osszetett_egyedi	Stat-alapú közvetett sebzés másik entitás ATK-jából számolva.
Ösztönös Kitérés	Ige	Terra	Vadon Vadászai	-	-	3	1	-	-	Válassz egy saját Bestiát amely épp egy támadás célpontjává vált. Vedd vissza a kezedbe a lapot! A támadás megszakad a támadó Kimerült marad.	return targeted allied Beast under attack to hand; cancel the attack; the attacker remains exhausted	blank	burst	on_attack_declared	own_entity, enemy_entity	return_to_hand, attack_nullify, exhaust	instant	target_must_be_an_allied_beast_currently_targeted_by_an_attack	A megtámadott saját Bestia visszakerül a kezedbe, a támadás meghiúsul, a támadó pedig kimerült marad.	osszetett_egyedi	Reaktív önmentés támadásmegszakítással és támadóállapot megtartásával.
